用户名,ID,问题,问题链接,评论,时间,回答链接
曹文雯,wenabby,如何看待杭师大女生指责男生偷拍变态后称认错人了并反问“你为什么对我那么凶”？,https://www.zhihu.com/question/606322654,男性的质疑是“你叫什么名字，是什么学院的”，而不是“你凭什么怀疑我？”\n这是一个侵犯性非常强的问题，而不是什么普通的“表达愤怒”。\n\n正常人遇到误会，那么互相说一说怎么回事儿，然后道个歉，并且双方都知道下次可以怎么改进，提升辨认坏人的精准度。\n但这个人没有任何这样的意识，他只是在巨婴化地要求：我不能受到怀疑，我不关心我的行为有多可疑，反正我不能受到怀疑。\n我就是要随心所欲，我不想知道我和犯罪分子做了什么相同的举动，反正我不管，你必须有全知全能，你不许怀疑我。\n\n连续的几个事件，都在反复彰显男拳团体极强的攻击性：\n\n他们不专注于事件哪里对，哪里错，\n而直接针对“你是谁，哪个学院的”。\n\n他们并不想通过讨论，找到合理的方式，让大家未来可以减少冲突。\n他只是想要获得个人信息，并且攻击这个当事人。\n\n这样的讨论态度，是拒绝沟通的，是唯我独尊的。\n他们不想要达成共识，只想要其他人“听话”。\n当事人的回应强硬，他们就抓住把柄攻击。当事人的回应软弱，他们就大肆嘲笑。\n\n这种态度的人，如果放任他们坐大，那么最终的结果就是毁掉一切。,2023-06-14 22:59,https://www.zhihu.com/answer/3074133285
